                  中证加权 (ICL9)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	  DMI.PDI   	  DMI.MDI   	  DMI.ADX   	  DMI.ADXR  	
 2022/12/05	  6194.8	  6201.6	  6159.8	  6179.0	          85661	      85661	      81005	      83909	      21.59	      29.06	       9.33	      19.76	
 2022/12/06	  6179.4	  6235.6	  6154.2	  6183.8	          87060	      87060	      79286	      83072	      22.68	      28.70	       8.80	      15.11	
 2022/12/07	  6172.2	  6222.2	  6152.6	  6170.8	          82218	      82218	      80948	      82261	      22.75	      25.41	       9.14	      11.60	
 2022/12/08	  6167.0	  6179.0	  6135.4	  6158.8	          79466	      79466	      80678	      82372	      19.38	      27.46	      11.41	      10.16	
 2022/12/09	  6160.6	  6195.8	  6123.8	  6170.0	          94187	      94187	      85718	      84018	      20.99	      22.14	      10.16	       8.31	
 2022/12/12	  6150.0	  6157.6	  6109.6	  6137.4	         100559	     100559	      88698	      84851	      21.80	      20.84	       9.03	       8.17	
 2022/12/13	  6130.4	  6130.6	  6094.2	  6107.2	          94174	      94174	      90121	      84703	      23.10	      18.61	       8.37	       8.85	
 2022/12/14	  6100.0	  6128.4	  6061.0	  6077.6	         106403	     106403	      94958	      87953	      22.51	      21.90	       6.64	       7.72	
 2022/12/15	  6068.0	  6097.8	  6054.2	  6076.6	         106555	     106555	     100376	      90527	      23.07	      19.38	       7.17	       8.15	
 2022/12/16	  6067.0	  6079.2	  6027.6	  6077.6	         106371	     106371	     102812	      94265	      24.74	      14.46	       8.67	      10.04	
 2022/12/19	  6078.6	  6081.2	  5910.4	  5950.8	          82979	      82979	      99296	      93997	      11.14	      25.89	      14.86	      12.51	
 2022/12/20	  5929.4	  5931.0	  5865.2	  5881.6	          71706	      71706	      94803	      92462	      10.88	      29.87	      22.25	      15.64	
 2022/12/21	  5888.0	  5897.2	  5808.2	  5848.6	          64933	      64933	      86509	      90733	       5.15	      35.66	      32.92	      20.64	
 2022/12/22	  5863.6	  5878.2	  5755.2	  5786.8	          75138	      75138	      80225	      90301	       4.83	      36.85	      45.49	      26.06	
 2022/12/23	  5779.8	  5821.6	  5738.0	  5778.0	          74175	      74175	      73786	      88299	       4.68	      37.30	      56.99	      32.08	
 2022/12/26	  5788.0	  5865.4	  5781.4	  5846.4	          61496	      61496	      69490	      84393	       5.56	      37.09	      64.94	      36.80	
 2022/12/27	  5867.4	  5893.2	  5834.6	  5884.0	          53024	      53024	      65753	      80278	       8.19	      37.32	      68.97	      41.92	
 2022/12/28	  5865.2	  5888.8	  5849.2	  5870.0	          46293	      46293	      62025	      74267	       8.22	      35.86	      71.66	      46.95	
 2022/12/29	  5853.8	  5903.6	  5835.8	  5856.2	          54369	      54369	      57871	      69048	       8.06	      36.00	      69.77	      51.34	
 2022/12/30	  5871.4	  5883.6	  5837.6	  5851.8	          53373	      53373	      53711	      63749	       8.17	      35.15	      67.34	      56.41	
 2023/01/03	  5852.6	  5955.0	  5830.8	  5933.6	          68573	      68573	      55126	      62308	      13.86	      31.30	      60.83	      58.91	
 2023/01/04	  5931.6	  5946.8	  5897.8	  5929.8	          52527	      52527	      55027	      60390	      14.09	      28.84	      54.23	      59.58	
 2023/01/05	  5933.6	  6004.8	  5926.8	  5990.4	          61976	      61976	      58164	      60094	      18.70	      27.40	      46.70	      57.84	
 2023/01/06	  5982.2	  6036.6	  5978.8	  6001.2	          58244	      58244	      58939	      58405	      21.34	      24.96	      37.55	      54.61	
 2023/01/09	  6016.6	  6056.2	  6007.0	  6010.2	          58461	      58461	      59956	      56834	      25.58	      16.50	      30.58	      50.17	
 2023/01/10	  6002.2	  6035.0	  5992.6	  6024.6	          48961	      48961	      56034	      55580	      26.68	      14.14	      25.32	      46.33	
 2023/01/11	  6027.6	  6049.4	  5985.4	  5998.4	          63578	      63578	      58244	      56636	      28.84	       8.66	      27.86	      44.34	
 2023/01/12	  6009.0	  6035.4	  5978.8	  5994.8	          63682	      63682	      58585	      58374	      30.95	       4.20	      34.81	      44.52	
 2023/01/13	  6009.0	  6057.8	  5997.0	  6057.8	          64550	      64550	      59846	      59393	      34.18	       2.36	      46.18	      46.44	
 2023/01/16	  6069.6	  6173.8	  6069.6	  6113.4	          94966	      94966	      67147	      63552	      40.98	       2.29	      59.78	      48.67	
 2023/01/17	  6120.6	  6140.0	  6111.0	  6127.2	          64449	      64449	      70245	      63139	      39.22	       2.36	      70.96	      50.77	
 2023/01/18	  6137.6	  6175.4	  6135.2	  6150.6	          75495	      75495	      72628	      65436	      42.79	       2.34	      80.78	      53.05	
 2023/01/19	  6128.6	  6215.6	  6125.0	  6213.2	          84499	      84499	      76792	      67689	      44.49	       2.28	      86.85	      57.35	
 2023/01/20	  6236.0	  6259.6	  6223.6	  6247.8	          74943	      74943	      78870	      69358	      49.25	       2.28	      89.36	      62.09	
 2023/01/30	  6335.2	  6348.2	  6253.0	  6254.0	          78405	      78405	      75558	      71353	      52.48	       2.34	      90.09	      68.13	
 2023/01/31	  6258.0	  6299.2	  6246.2	  6278.2	          61423	      61423	      74953	      72599	      52.24	       3.09	      89.99	      74.89	
 2023/02/01	  6293.4	  6348.4	  6275.8	  6335.6	          71316	      71316	      74117	      73373	      51.58	       3.11	      89.99	      80.47	
 2023/02/02	  6355.4	  6384.2	  6319.6	  6343.8	          68471	      68471	      70912	      73852	      51.63	       3.08	      89.84	      85.31	
 2023/02/03	  6318.8	  6332.8	  6245.8	  6314.2	          81332	      81332	      72189	      75530	      47.21	      10.75	      85.28	      86.07	
 2023/02/06	  6266.8	  6302.8	  6242.0	  6282.4	          72331	      72331	      70975	      73266	      45.76	       9.34	      81.11	      85.23	
 2023/02/07	  6285.4	  6294.6	  6235.0	  6290.2	          70139	      70139	      72718	      73835	      44.49	      10.10	      76.37	      83.23	
 2023/02/08	  6292.8	  6297.4	  6220.6	  6239.6	          68966	      68966	      72248	      73183	      43.58	      10.68	      71.66	      80.83	
 2023/02/09	  6230.0	  6339.8	  6223.8	  6335.2	          83170	      83170	      75188	      73050	      43.28	      10.14	      67.23	      78.61	
 2023/02/10	  6332.0	  6340.2	  6255.6	  6309.4	          81919	      81919	      75305	      73747	      33.20	      10.45	      61.13	      75.48	
 2023/02/13	  6302.8	  6355.2	  6297.2	  6331.6	          73183	      73183	      75475	      73225	      33.72	      10.16	      59.59	      72.44	
 2023/02/14	  6350.6	  6369.4	  6322.4	  6350.8	          60939	      60939	      73635	      73177	      31.72	      10.18	      57.14	      69.13	
 2023/02/15	  6350.8	  6365.2	  6312.4	  6335.8	          73965	      73965	      74635	      73442	      28.90	      11.56	      53.79	      65.08	
 2023/02/16	  6338.4	  6392.6	  6217.0	  6254.6	         124251	     124251	      82851	      79020	      21.71	      18.67	      44.94	      58.30	
 2023/02/17	  6262.0	  6279.0	  6194.0	  6206.0	          86747	      86747	      83817	      79561	      14.07	      20.99	      37.89	      52.56	
 2023/02/20	  6210.2	  6297.4	  6175.0	  6287.6	          86147	      86147	      86410	      80943	      13.25	      20.79	      32.90	      47.01	
 2023/02/21	  6290.4	  6348.6	  6282.2	  6315.2	          71880	      71880	      88598	      81117	      13.49	      20.90	      27.55	      43.57	
 2023/02/22	  6300.4	  6345.4	  6294.6	  6322.0	          59916	      59916	      85788	      80212	      10.57	      21.15	      24.53	      40.84	
 2023/02/23	  6329.8	  6338.8	  6261.8	  6309.6	          63939	      63939	      73726	      78289	      10.77	      17.95	      21.56	      37.67	
 2023/02/24	  6302.0	  6321.2	  6243.2	  6295.0	          60603	      60603	      68497	      76157	      10.71	      19.15	      25.01	      34.97	
 2023/02/27	  6272.0	  6286.2	  6217.8	  6257.2	          69675	      69675	      65203	      75806	      10.55	      20.44	      27.04	      32.46	
 2023/02/28	  6278.0	  6311.0	  6230.8	  6300.0	          70847	      70847	      64996	      76797	      12.64	      19.15	      26.75	      29.83	
 2023/03/01	  6295.6	  6360.0	  6285.8	  6340.4	          66225	      66225	      66258	      76023	      13.69	      19.85	      26.22	      26.88	
 2023/03/02	  6342.6	  6361.0	  6315.2	  6334.0	          54675	      54675	      64405	      69065	      14.23	      20.56	      23.70	      24.12	
 2023/03/03	  6338.6	  6352.8	  6284.8	  6325.6	          63983	      63983	      65081	      66789	      12.74	      23.14	      24.36	      22.96	
 2023/03/06	  6317.2	  6344.2	  6288.2	  6311.8	          67840	      67840	      64714	      64958	      11.36	      22.95	      25.28	      25.15	
 2023/03/07	  6301.6	  6320.6	  6223.4	  6224.0	          85402	      85402	      67625	      66311	      10.92	      26.82	      26.99	      27.01	
 2023/03/08	  6210.2	  6249.4	  6207.4	  6232.2	          72879	      72879	      68956	      67607	      12.35	      22.54	      28.44	      27.60	
 2023/03/09	  6236.8	  6241.6	  6185.4	  6217.4	          71137	      71137	      72248	      68327	      12.71	      23.10	      30.22	      28.22	
 2023/03/10	  6194.4	  6200.0	  6126.4	  6138.6	          87288	      87288	      76909	      70995	      13.12	      28.02	      33.22	      28.46	
 2023/03/13	  6156.2	  6171.0	  6109.4	  6169.0	          96906	      96906	      82722	      73718	       7.83	      29.94	      38.15	      31.25	
 2023/03/14	  6159.6	  6169.4	  6057.2	  6118.4	         106211	     106211	      86884	      77255	       7.36	      33.27	      43.14	      34.21	
 2023/03/15	  6148.8	  6183.4	  6127.2	  6143.2	         109682	     109682	      94245	      81600	       8.84	      30.40	      45.28	      36.13	
 2023/03/16	  6114.2	  6129.4	  6054.6	  6069.4	         116597	     116597	     103337	      87793	       8.75	      35.40	      50.48	      39.46	
 2023/03/17	  6108.8	  6173.0	  6093.8	  6109.4	         100800	     100800	     106039	      91474	      12.71	      32.07	      52.84	      41.53	
 2023/03/20	  6123.6	  6139.2	  6086.6	  6100.2	          54376	      54376	      97533	      90128	      10.61	      33.65	      55.49	      44.35	
 2023/03/21	  6119.2	  6174.0	  6116.0	  6161.6	          53512	      53512	      86993	      86939	       9.21	      33.66	      55.23	      46.69	
 2023/03/22	  6183.2	  6202.8	  6173.6	  6197.2	          45604	      45604	      74178	      84211	      12.01	      33.82	      52.53	      47.84	
 2023/03/23	  6189.0	  6234.2	  6186.0	  6233.4	          46960	      46960	      60250	      81794	      15.43	      31.42	      49.06	      47.17	
 2023/03/24	  6236.4	  6247.2	  6216.4	  6244.4	          45226	      45226	      49136	      77587	      17.18	      32.24	      44.08	      47.28	
 2023/03/27	  6239.8	  6252.6	  6201.2	  6234.6	          53427	      53427	      48946	      73240	      18.04	      28.45	      40.61	      46.73	
 2023/03/28	  6240.0	  6253.4	  6210.2	  6228.8	          52955	      52955	      48834	      67914	      18.10	      26.67	      35.13	      45.31	
 2023/03/29	  6232.6	  6233.6	  6190.6	  6203.6	          53441	      53441	      50402	      62290	      18.36	      26.79	      28.73	      41.98	
 2023/03/30	  6200.6	  6242.8	  6169.6	  6242.8	          61807	      61807	      53371	      56811	      18.73	      23.05	      22.53	      37.53	
 2023/03/31	  6242.8	  6287.8	  6237.2	  6286.0	          54750	      54750	      55276	      52206	      24.09	      21.40	      17.82	      33.44	
 2023/04/03	  6304.4	  6366.6	  6304.2	  6342.8	          62867	      62867	      57164	      53055	      34.31	      16.03	      18.80	      31.44	
 2023/04/04	  6346.4	  6355.4	  6320.4	  6352.2	          52207	      52207	      57014	      52924	      33.86	      16.62	      20.75	      30.68	
 2023/04/06	  6332.0	  6364.6	  6330.8	  6344.2	          51185	      51185	      56563	      53483	      37.50	       8.28	      28.20	      31.66	
 2023/04/07	  6354.0	  6403.8	  6349.0	  6388.8	          51821	      51821	      54566	      53969	      39.19	       8.79	      35.65	      32.19	
 2023/04/10	  6392.0	  6399.4	  6344.6	  6357.4	          58741	      58741	      55364	      55320	      39.07	       8.37	      44.71	      33.62	
 2023/04/11	  6360.6	  6374.4	  6337.6	  6355.0	          53136	      53136	      53418	      55291	      36.09	       9.85	      53.25	      35.54	
 2023/04/12	  6355.6	  6377.2	  6351.8	  6372.6	          45583	      45583	      52093	      54554	      33.04	      10.08	      56.07	      37.43	
 2023/04/13	  6360.4	  6372.4	  6334.4	  6346.8	          60643	      60643	      53985	      55274	      28.76	      12.89	      56.73	      38.74	
 2023/04/14	  6371.0	  6388.2	  6341.8	  6360.6	          59512	      59512	      55523	      55045	      28.51	      12.59	      52.55	      40.38	
 2023/04/17	  6365.0	  6397.8	  6349.4	  6391.8	          63916	      63916	      56558	      55961	      30.07	      10.37	      50.10	      42.88	
 2023/04/18	  6385.2	  6391.8	  6355.8	  6377.0	          71165	      71165	      60164	      56791	      30.28	      10.49	      47.41	      46.06	
 2023/04/19	  6375.8	  6391.0	  6339.0	  6349.2	          71326	      71326	      65312	      58703	      29.87	       9.93	      46.24	      49.75	
 2023/04/20	  6342.2	  6350.4	  6321.8	  6343.4	          79391	      79391	      69062	      61523	      32.00	      10.03	      46.08	      51.08	
 2023/04/21	  6344.2	  6347.4	  6196.0	  6196.0	         101494	     101494	      77458	      66491	      21.38	      25.94	      41.34	      49.04	
 2023/04/24	  6199.6	  6200.6	  6133.2	  6154.2	          74466	      74466	      79568	      68063	      10.73	      35.22	      43.77	      48.16	
 2023/04/25	  6152.8	  6155.8	  5997.6	  6066.8	          94991	      94991	      84334	      72249	       9.15	      46.24	      46.81	      48.46	
 2023/04/26	  6067.0	  6116.0	  6056.6	  6091.8	          74313	      74313	      84931	      75122	       7.81	      44.86	      50.44	      48.92	
 2023/04/27	  6088.0	  6154.2	  6080.4	  6129.4	          66546	      66546	      82362	      75712	       7.57	      44.14	      53.87	      50.06	
 2023/04/28	  6146.6	  6217.0	  6146.6	  6213.8	          58137	      58137	      73691	      75575	      14.20	      42.06	      53.41	      49.75	
 2023/05/04	  6204.2	  6213.6	  6182.4	  6213.6	          47200	      47200	      68237	      73903	      14.29	      41.54	      59.94	      50.64	
 2023/05/05	  6202.4	  6202.6	  6118.6	  6152.2	          64947	      64947	      62229	      73281	      12.98	      45.12	      60.27	      52.02	
 2023/05/08	  6163.2	  6214.6	  6147.4	  6184.4	          59062	      59062	      59178	      72055	      13.80	      42.08	      57.55	      52.18	
 2023/05/09	  6188.8	  6214.4	  6130.2	  6130.6	          67464	      67464	      59362	      70862	      11.78	      42.21	      55.22	      52.83	
 2023/05/10	  6131.6	  6160.8	  6097.8	  6124.8	          68784	      68784	      61491	      67591	      10.71	      44.69	      53.66	      53.76	
 2023/05/11	  6140.6	  6142.4	  6098.8	  6103.4	          48155	      48155	      61682	      64960	      10.63	      44.37	      55.63	      54.52	
 2023/05/12	  6095.8	  6133.4	  6039.4	  6042.8	          65850	      65850	      61863	      62046	      10.23	      46.54	      58.16	      59.05	
 2023/05/15	  6042.8	  6120.8	  6001.0	  6115.2	          82115	      82115	      66474	      62826	       9.45	      44.77	      59.79	      60.03	
 2023/05/16	  6114.4	  6115.8	  6053.8	  6074.0	          73796	      73796	      67740	      63551	      10.21	      37.01	      60.82	      59.18	
 2023/05/17	  6065.8	  6102.2	  6049.8	  6072.2	          73450	      73450	      68673	      65082	      10.35	      32.14	      59.97	      57.59	
 2023/05/18	  6089.4	  6106.6	  6048.8	  6077.8	          84411	      84411	      75924	      68803	      11.84	      21.71	      54.65	      54.15	
 2023/05/19	  6061.6	  6113.6	  6038.4	  6085.6	          73315	      73315	      77417	      69640	      11.66	      22.40	      49.68	      52.66	
 2023/05/22	  6078.4	  6104.4	  6042.0	  6070.8	          60782	      60782	      73151	      69812	       7.95	      22.66	      47.03	      52.59	
 2023/05/23	  6074.2	  6080.2	  6008.2	  6008.8	          62132	      62132	      70818	      69279	       1.67	      26.47	      50.85	      55.32	
 2023/05/24	  5987.4	  6027.0	  5956.4	  5968.8	          77247	      77247	      71577	      70125	       1.61	      30.53	      56.39	      58.60	
 2023/05/25	  5984.2	  5998.6	  5880.0	  5942.2	          81995	      81995	      71094	      73509	       1.57	      31.05	      62.91	      61.44	
 2023/05/26	  5942.2	  6009.6	  5911.6	  5996.2	          66894	      66894	      69810	      73614	       1.43	      30.16	      73.16	      63.90	
 2023/05/29	  6023.0	  6025.4	  5959.2	  5988.4	          58806	      58806	      69415	      71283	       2.96	      29.05	      81.49	      65.59	
 2023/05/30	  5975.4	  6028.0	  5924.4	  6021.2	          66883	      66883	      70365	      70592	       2.85	      28.19	      87.09	      67.06	
 2023/05/31	  6010.2	  6024.4	  5965.4	  6006.8	          67423	      67423	      68400	      69989	       2.81	      27.80	      86.02	      68.44	
 2023/06/01	  5989.4	  6059.4	  5976.2	  6021.6	          73012	      73012	      66604	      68849	       6.01	      22.67	      80.70	      68.55	
 2023/06/02	  6049.2	  6083.8	  6037.6	  6067.8	          60345	      60345	      65294	      67552	       8.68	      20.25	      72.30	      67.60	
 2023/06/05	  6058.0	  6066.4	  6035.0	  6050.4	          46549	      46549	      62842	      66129	       8.93	      21.08	      63.89	      68.53	
 2023/06/06	  6034.2	  6047.4	  5928.6	  5934.4	          82135	      82135	      65893	      68129	       8.36	      29.19	      59.55	      70.52	
 2023/06/07	  5948.4	  5973.2	  5929.8	  5940.0	          67447	      67447	      65898	      67149	       8.06	      29.58	      55.46	      71.28	
 2023/06/08	  5926.6	  5958.2	  5884.0	  5928.6	          81681	      81681	      67631	      67118	       8.07	      32.92	      51.96	      68.99	
 2023/06/09	  5937.4	  5984.0	  5925.0	  5978.0	          75301	      75301	      70623	      67958	      10.52	      33.03	      50.89	      65.80	
 2023/06/12	  5970.4	  6014.2	  5959.4	  5984.6	          90837	      90837	      79480	      71161	      13.58	      30.34	      50.59	      61.45	
 2023/06/13	  5984.2	  6012.6	  5984.2	  6005.2	          88430	      88430	      80739	      73316	      14.15	      26.46	      48.90	      56.40	
 2023/06/14	  6017.2	  6027.0	  5994.8	  6004.0	          98951	      98951	      87040	      76469	      17.04	      20.64	      41.25	      50.40	
 2023/06/15	  6014.0	  6068.8	  6008.4	  6056.0	         102700	     102700	      91244	      79438	      21.16	      21.41	      31.82	      43.64	
 2023/06/16	  6062.0	  6120.8	  6056.2	  6104.4	          89161	      89161	      94016	      82319	      25.29	      21.44	      23.09	      37.52	
 2023/06/19	  6101.0	  6111.8	  6080.2	  6084.0	          47598	      47598	      85368	      82424	      27.53	      19.06	      17.50	      34.20	
 2023/06/20	  6078.6	  6098.6	  6063.0	  6079.8	          47133	      47133	      77109	      78924	      28.35	      21.81	      13.32	      31.96	
 2023/06/21	  6059.8	  6059.8	  5953.6	  5957.0	          74697	      74697	      72258	      79649	      22.67	      33.83	      11.55	      30.23	
 2023/06/26	  5939.0	  5944.6	  5857.0	  5870.2	          80036	      80036	      67725	      79484	      18.88	      43.47	      16.54	      28.89	
 2023/06/27	  5874.4	  5916.2	  5869.6	  5900.0	          61783	      61783	      62249	      78133	      18.59	      42.49	      22.96	      27.39	
 2023/06/28	  5892.8	  5911.2	  5817.4	  5908.8	          66589	      66589	      66048	      75708	      19.20	      37.55	      26.98	      25.03	
 2023/06/29	  5897.8	  5921.4	  5880.6	  5903.0	          49130	      49130	      66447	      71778	      20.45	      37.66	      28.89	      23.20	
 2023/06/30	  5895.0	  5982.8	  5895.0	  5968.2	          60367	      60367	      63581	      67919	      27.22	      31.79	      28.00	      20.66	
 2023/07/03	  5990.0	  6021.6	  5963.0	  5997.0	          55715	      55715	      58717	      63221	      28.73	      31.80	      25.56	      18.56	
 2023/07/04	  5997.4	  6012.8	  5989.6	  6011.0	          38442	      38442	      54049	      58149	      26.20	      33.01	      20.90	      18.72	
 2023/07/05	  5995.2	  6009.2	  5968.0	  5980.8	          45336	      45336	      49798	      57923	      25.75	      34.98	      16.92	      19.94	
 2023/07/06	  5962.8	  6008.2	  5937.6	  5940.2	          53000	      53000	      50572	      58510	      23.01	      36.89	      15.39	      21.18	
 2023/07/07	  5930.2	  5946.2	  5894.2	  5924.4	          53817	      53817	      49262	      56422	      18.57	      42.40	      16.96	      22.93	
 2023/07/10	  5949.6	  5971.6	  5917.2	  5943.2	          44171	      44171	      46953	      52835	      15.71	      42.91	      23.40	      25.70	
 2023/07/11	  5957.2	  6002.0	  5941.4	  5994.2	          47450	      47450	      48755	      51402	      18.61	      41.51	      28.91	      27.23	
 2023/07/12	  5997.2	  6003.0	  5931.2	  5936.2	          53260	      53260	      50340	      50069	      17.88	      39.14	      33.21	      27.06	
 2023/07/13	  5958.4	  6027.8	  5958.4	  6027.8	          64558	      64558	      52651	      51612	      21.35	      28.43	      33.04	      24.98	
 2023/07/14	  6035.0	  6038.4	  6001.0	  6003.8	          42223	      42223	      50332	      49797	      24.22	      18.96	      31.21	      23.30	
 2023/07/17	  5991.4	  5991.4	  5944.4	  5980.8	          63119	      63119	      54122	      50538	      23.86	      25.37	      25.21	      21.09	
 2023/07/18	  5982.6	  5996.0	  5946.4	  5971.0	          68443	      68443	      58321	      53538	      25.75	      20.25	      19.47	      21.44	
 2023/07/19	  5969.0	  5988.8	  5935.6	  5965.6	          73778	      73778	      62424	      56382	      24.10	      21.27	      14.16	      21.53	
 2023/07/20	  5983.4	  5990.2	  5900.8	  5905.4	          96421	      96421	      68797	      60724	      16.52	      25.50	      11.51	      22.36	
 2023/07/21	  5898.0	  5952.8	  5897.4	  5915.4	          74537	      74537	      75260	      62796	      11.80	      26.02	      15.40	      24.22	
 2023/07/24	  5902.6	  5944.8	  5885.8	  5903.4	          44846	      44846	      71605	      62864	      11.31	      26.29	      20.01	      25.61	
 2023/07/25	  5976.2	  6014.2	  5968.6	  6006.4	          67858	      67858	      71488	      64904	      18.05	      21.98	      21.14	      23.18	
 2023/07/26	  6006.0	  6008.2	  5975.4	  5995.6	          39923	      39923	      64717	      63571	      18.83	      19.47	      19.43	      19.45	
 2023/07/27	  5999.8	  6008.4	  5942.2	  5954.6	          51949	      51949	      55823	      62310	      18.53	      18.01	      18.62	      16.39	
 2023/07/28	  5935.2	  6049.8	  5928.2	  6039.6	          68659	      68659	      54647	      64953	      18.90	      16.75	      16.06	      13.79	
 2023/07/31	  6063.0	  6145.0	  6063.0	  6086.2	          70370	      70370	      59752	      65678	      24.51	      16.00	      13.30	      14.35	
 2023/08/01	  6087.4	  6121.8	  6083.4	  6093.0	          50039	      50039	      56188	      63838	      25.36	      15.50	      10.68	      15.34	
 2023/08/02	  6084.6	  6111.2	  6049.8	  6070.0	          52949	      52949	      58793	      61755	      23.53	      19.57	      10.57	      15.85	
 2023/08/03	  6052.8	  6086.2	  6037.6	  6084.0	          49815	      49815	      58366	      57095	      22.14	      20.63	      10.88	      15.15	
 2023/08/04	  6119.8	  6165.0	  6094.6	  6120.4	          68806	      68806	      58396	      56521	      29.75	      14.35	      16.46	      17.54	
 2023/08/07	  6112.0	  6127.6	  6087.0	  6104.0	          52332	      52332	      54788	      57270	      29.55	      15.27	      20.77	      18.42	
 2023/08/08	  6090.4	  6096.0	  6054.2	  6081.0	          53743	      53743	      55529	      55859	      29.65	      17.62	      21.51	      17.41	
 2023/08/09	  6068.4	  6081.8	  6031.6	  6041.6	          50374	      50374	      55014	      56904	      30.92	      17.04	      22.31	      16.49	
 2023/08/10	  6038.2	  6055.8	  6010.4	  6033.8	          48525	      48525	      54756	      56561	      31.26	      19.18	      24.77	      17.67	
 2023/08/11	  6038.0	  6039.2	  5909.2	  5909.4	          74594	      74594	      55914	      57155	      29.00	      26.92	      24.80	      17.84	
 2023/08/14	  5865.0	  5924.0	  5838.4	  5912.6	          78805	      78805	      61208	      57998	      22.51	      35.03	      22.61	      19.54	
 2023/08/15	  5926.0	  5934.8	  5833.0	  5882.8	          82472	      82472	      66954	      61242	      22.05	      32.67	      20.54	      20.65	
 2023/08/16	  5865.4	  5890.8	  5840.2	  5840.6	          73904	      73904	      71660	      63337	      22.39	      29.89	      18.68	      20.10	
 2023/08/17	  5821.4	  5895.4	  5790.8	  5879.2	         100102	     100102	      81975	      68366	      18.60	      35.37	      19.04	      20.68	
 2023/08/18	  5883.0	  5904.2	  5785.8	  5787.0	          83217	      83217	      83700	      69807	       9.78	      34.92	      24.43	      24.60	
 2023/08/21	  5776.0	  5819.8	  5706.8	  5714.8	          73535	      73535	      82646	      71927	       9.10	      39.81	      34.27	      29.54	
 2023/08/22	  5741.8	  5759.0	  5655.2	  5732.2	          88548	      88548	      83861	      75408	       8.76	      39.91	      41.31	      31.96	
 2023/08/23	  5723.8	  5728.8	  5622.8	  5637.2	          79606	      79606	      85002	      78331	       8.31	      39.57	      48.96	      34.75	
 2023/08/24	  5657.6	  5710.4	  5627.8	  5649.6	          72616	      72616	      79504	      80740	       1.65	      39.52	      61.90	      40.29	
 2023/08/25	  5630.4	  5659.0	  5557.2	  5585.8	          84854	      84854	      79832	      81766	       1.57	      42.63	      72.20	      45.62	
 2023/08/28	  5878.2	  5898.8	  5621.6	  5646.2	         111213	     111213	      87367	      85007	      17.18	      33.03	      68.09	      46.26	
 2023/08/29	  5637.4	  5817.2	  5637.4	  5770.6	         115104	     115104	      92679	      88270	      15.82	      29.04	      62.53	      48.40	
 2023/08/30	  5788.6	  5829.2	  5757.2	  5771.0	          71089	      71089	      90975	      87988	      16.29	      27.30	      56.08	      48.70	
 2023/08/31	  5772.2	  5787.4	  5727.2	  5741.6	          62959	      62959	      89044	      84274	      17.00	      24.04	      48.06	      48.51	
 2023/09/01	  5758.0	  5780.4	  5731.6	  5748.0	          60355	      60355	      84144	      81988	      17.40	      20.07	      33.91	      47.90	
 2023/09/04	  5779.6	  5837.4	  5759.0	  5831.4	          80473	      80473	      77996	      82682	      20.52	      20.23	      18.55	      45.38	
 2023/09/05	  5822.0	  5828.4	  5772.6	  5784.2	          65948	      65948	      68165	      80422	      20.42	      20.12	      13.41	      40.75	
 2023/09/06	  5771.4	  5805.8	  5740.0	  5780.4	          72212	      72212	      68389	      79682	      20.94	      19.53	       9.08	      35.81	
 2023/09/07	  5768.6	  5771.6	  5687.0	  5695.4	          87125	      87125	      73223	      81133	      20.70	      23.41	       5.89	      30.99	
 2023/09/08	  5681.4	  5715.8	  5676.8	  5687.8	          70039	      70039	      75159	      79652	      21.78	      19.78	       3.84	      25.95	
 2023/09/11	  5701.0	  5799.4	  5682.8	  5749.4	         127669	     127669	      84599	      81297	      27.43	      15.99	       7.04	      20.48	
 2023/09/12	  5755.2	  5780.0	  5744.8	  5763.2	          81457	      81457	      87700	      77933	      28.93	      14.48	      12.47	      15.51	
 2023/09/13	  5758.8	  5764.8	  5670.6	  5705.6	         120889	     120889	      97436	      82913	      28.68	      19.78	      15.41	      14.41	
 2023/09/14	  5703.8	  5705.8	  5664.4	  5699.0	         115178	     115178	     103046	      88135	      30.01	      15.77	      20.01	      14.55	
 2023/09/15	  5711.0	  5736.4	  5669.0	  5706.2	          98019	      98019	     108642	      91901	      17.25	      19.42	      19.97	      12.93	
 2023/09/18	  5693.2	  5747.2	  5663.6	  5727.2	          74487	      74487	      98006	      91302	      20.09	      21.35	      19.68	      11.76	
 2023/09/19	  5728.4	  5728.4	  5679.0	  5706.0	          56593	      56593	      93033	      90367	      19.30	      21.86	      16.33	      11.68	
 2023/09/20	  5690.6	  5705.4	  5667.4	  5667.6	          41966	      41966	      77249	      87342	      19.75	      20.38	      11.04	      11.75	
 2023/09/21	  5657.2	  5683.4	  5617.0	  5621.0	          59194	      59194	      66052	      84549	      19.38	      25.36	      10.21	      12.81	
 2023/09/22	  5617.8	  5723.4	  5616.8	  5723.4	          77518	      77518	      61952	      85297	      17.25	      24.91	       8.05	      14.03	
 2023/09/25	  5717.6	  5717.6	  5665.2	  5684.4	          52711	      52711	      57596	      77801	      17.26	      24.92	      10.09	      15.03	
 2023/09/26	  5683.2	  5696.2	  5668.0	  5670.2	          40971	      40971	      54472	      73753	      17.97	      22.39	      11.41	      15.54	
 2023/09/27	  5667.8	  5723.4	  5666.4	  5697.4	          58667	      58667	      57812	      67530	      21.80	      17.31	      12.28	      14.30	
